name,position,goals,shots
Dejan Kulusevski,FW,10,62
Manuel Locatelli,MF,0,32
Luca Pellegrini,DF,0,14
Bartlomiej Dragowski,GK,0,0
Sofyan Amrabat,MF,1,19
José Callejón,FW,4,42
Davide Santon,DF,0,2
Chris Smalling,DF,3,19
Giacomo Bonaventura,MF,3,44
Krzysztof Piatek,FW,4,48
Erick Pulgar,MF,7,32
Nikola Milenkovic,DF,5,29
Cristiano Biraghi,DF,2,9
Marco Benassi,MF,1,20
Dusan Vlahovic,FW,6,65
Riccardo Sottil,FW,0,16
Gaetano Castrovilli,MF,3,49
Lorenzo Venuti,DF,0,4
Elseid Hysaj,DF,1,5
Amadou Diawara,MF,1,10
Federico Fazio,DF,1,4
Bryan Cristante,MF,1,29
Lorenzo Pellegrini,MF,2,58
Nicolo Zaniolo,FW,6,47
Leonardo Spinazzola,DF,1,14
Henrikh Mkhitaryan,FW,9,43
Thomas Strakosha,GK,0,0
Patric,DF,0,6
Stefan Radu,DF,1,4
Jordan Veretout,MF,6,29
Gianluca Mancini,DF,1,21
Marash Kumbulla,DF,1,9
Francesco Acerbi,DF,2,15
Adam Marusic,DF,2,11
Sergej Milinkovic-Savic,MF,7,87
Lucas Leiva,MF,0,10
Luis Alberto,MF,6,99
Ciro Immobile,FW,36,142
Timothy Castagne,DF,1,17
Etrit Berisha,GK,0,0
Bremer,DF,3,14
Armando Izzo,DF,1,12
Manuel Lazzari,DF,0,15
Mattia Zaccagni,FW,2,27
Jony,DF,0,11
Simone Verdi,MF,2,53
Antonio Sanabria,FW,6,41
Karol Linetty,MF,4,32
Federico Ceccherini,DF,0,4
Cristian Ansaldi,DF,4,29
Koffi Djidji,DF,0,0
Daniele Baselli,GK,0,7
Andrea Belotti,FW,15,104
Simone Zaza,FW,7,49
Rolando Mandragora,MF,0,55
Nikola Kalinic,FW,5,19
Darko Lazovic,DF,3,36
Giovanni Simeone,FW,12,86
Fabio Depaoli,MF,0,26
Koray Günter,DF,0,6
Miguel Veloso,MF,3,36
Antonin Barak,MF,2,38
Kevin Lasagna,FW,10,78
Pawel Dawidowicz,DF,1,4
Jeremy Toljan,DF,1,8
Patrick Cutrone,FW,4,21
Mert Müldür,DF,2,13
Georgios Kyriakopoulos,DF,0,21
Andrea Consigli,GK,0,0
Gianmarco Ferrari,DF,0,12
Rogerio,DF,1,11
Federico Peluso,DF,0,8
Jeremie Boga,FW,11,57
Francesco Magnanelli,MF,0,9
Federico Di Francesco,FW,2,25
Filippo Romagna,DF,0,2
Andrea Pinamonti,FW,5,52
Gary Medel,MF,0,5
Lukasz Skorupski,GK,0,0
Nicolás Domínguez,MF,0,10
Pedro Obiang,MF,1,22
Gregoire Defrel,FW,3,20
Ibrahima Mbaye,DF,0,6
Roberto Soriano,MF,5,37
Mattias Svanberg,MF,1,38
Riccardo Orsolini,FW,8,91
Lorenzo De Silvestri,DF,0,22
Domenico Berardi,FW,14,119
Hamed Junior Traore,MF,4,46
Jerdy Schouten,MF,0,7
Mehdi Bourabia,MF,1,10
Jens Stryger Larsen,DF,1,12
Arkadiusz Reca,DF,0,19
Mato Jajalo,MF,0,16
Andreas Skov Olsen,FW,1,20
Walace,MF,0,11
Musa Barrow,FW,9,76
Jacopo Sala,DF,0,15
Federico Santander,FW,1,25
Bram Nuytinck,DF,0,6
Marco Silvestri,GK,0,0
Ilija Nestorovski,FW,3,35
Antonio Candreva,DF,5,42
Eddie Salcedo,FW,1,21
Andrea Conti,DF,0,1
Tomás Rincón,MF,1,16
Albin Ekdal,MF,0,16
Bartosz Bereszynski,DF,0,16
Emil Audero,GK,0,0
Omar Colley,DF,0,24
Nicola Murru,DF,0,8
Ronaldo Vieira,MF,0,31
Tommaso Augello,DF,0,0
Valerio Verre,FW,3,41
Morten Thorsby,MF,1,18
Dalbert,DF,0,18
Martín Cáceres,DF,1,12
Marko Rog,MF,1,30
Nahitan Nández,MF,2,26
Manolo Gabbiadini,FW,11,86
Fabio Quagliarella,FW,11,100
Alessio Cragno,GK,0,0
Luca Ceppitelli,DF,2,5
Charalampos Lykogiannis,DF,0,14
Francesco Caputo,FW,21,73
Nikola Maksimovic,DF,1,4
Hernani,MF,0,35
Andrea Masiello,DF,0,7
Salvatore Sirigu,GK,0,0
João Pedro,FW,18,87
Mattia Bani,DF,4,16
Domenico Criscito,DF,8,24
Ivan Radovanovic,MF,0,16
Stefano Sturaro,MF,1,18
Valon Behrami,MF,0,5
Alberto Grassi,MF,1,8
Paolo Ghiglione,DF,0,23
Franck Ribéry,FW,3,24
Jesse Joronen,GK,0,0
Milan Badelj,MF,1,15
Felipe Caicedo,FW,9,30
Jhon Chancellor,DF,3,13
Goran Pandev,FW,9,37
Riccardo Gagliolo,DF,3,30
Stefano Sabelli,DF,0,14
Federico Bonazzoli,FW,6,43
Panagiotis Tachtsidis,MF,0,27
Florian Aye,FW,0,24
Rodrigo Palacio,FW,7,60
Artur Ionita,MF,0,17
Mehdi Leris,MF,1,13
Gianluca Lapadula,FW,11,60
Diego Farias,FW,2,23
Andrea Cistana,DF,1,6
Dimitri Bisoli,MF,1,25
Emanuele Ndoj,MF,0,9
Nikolas Spalek,MF,2,25
Jacopo Petriccione,MF,0,18
Antonio Barreca,DF,0,6
Giulio Donati,DF,1,9
Paolo Faragò,DF,1,13
Samuel Di Carmine,FW,8,31
Kastriot Dermaku,DF,0,3
Gabriel,FW,0,0
Gabriel Strefezza,DF,1,53
Fabio Lucioni,DF,3,14
Zan Majer,MF,1,19
Gastón Ramírez,MF,7,40
Andrea Favilli,FW,0,14
Alessandro Murgia,MF,0,24
Mattia Valoti,MF,3,31
Antonino Barillà,MF,1,17
Matteo Scozzarella,MF,0,4
Luigi Sepe,GK,0,0
Simone Iacoponi,DF,2,9
Mattia Sprocati,FW,1,14
Roberto Inglese,FW,4,24
Francesco Cassata,MF,2,13
Bruno Martella,DF,0,10
Alfredo Donnarumma,FW,7,42
Andrea Rispoli,DF,0,13
Alex Meret,GK,0,0
David Ospina,GK,0,0
Francesco Vicari,DF,0,8
Marco Mancosu,MF,14,85
Wes Morgan,DF,3,14
Simon Francis,DF,0,3
Andrew Surman,MF,0,9
Glenn Murray,FW,13,54
Kevin McDonald,MF,0,4
Sergio Agüero,FW,21,118
José Holebas,DF,3,17
Pablo Zabaleta,DF,0,7
Mohamed Diamé,MF,0,20
Ki Sung-yueng,MF,0,8
André Schürrle,FW,6,55
Christian Eriksen,MF,8,83
Christian Atsu,MF,1,28
Jordon Ibe,MF,1,9
Davy Pröpper,MF,1,15
Luciano Vietto,FW,1,24
Fernando Llorente,FW,1,24
Daniel Sturridge,FW,2,18
Mesut Özil,MF,5,11
Shinji Okazaki,FW,0,5
Adrian Mariappa,DF,0,7
Max Meyer,MF,1,38
Maxime Le Marchand,DF,0,5
Florent Hadergjonaj,DF,0,6
Isaac Mbenza,FW,1,16
Héctor Bellerín,DF,0,18
Laurent Koscielny,DF,3,5
Nacho Monreal,DF,1,7
Lucas Pérez,FW,3,9
Mamadou Sakho,DF,0,4
Martín Montoya,DF,0,8
Florin Andone,FW,3,19
Víctor Camarasa,MF,5,41
Toby Alderweireld,DF,0,19
Xherdan Shaqiri,FW,6,26
Shkodran Mustafi,DF,2,18
Matteo Guendouzi,MF,0,16
Willian,FW,3,62
Mat Ryan,GK,0,0
Steve Mounie,FW,2,61
Hélder Costa,FW,1,25
Yoshinori Muto,FW,1,6
Mario Lemina,MF,1,25
Bruno Ecuele Manga,DF,0,10
Floyd Ayité,FW,1,7
Erik Lamela,FW,4,29
Georginio Wijnaldum,MF,3,30
Ander Herrera,MF,2,21
Eden Hazard,FW,16,93
Idrissa Gueye,MF,0,19
Rachid Ghezzal,FW,1,19
Etienne Capoue,MF,1,18
Sergio Rico,GK,0,0
Aaron Mooy,MF,3,43
Alireza Jahanbakhsh,FW,0,21
Daryl Janmaat,DF,0,11
Patrick van Aanholt,DF,3,45
DeAndre Yedlin,DF,1,11
Charlie Taylor,DF,0,6
Beram Kayal,MF,1,5
Ryan Babel,FW,5,27
Juninho Bacuna,MF,1,19
Cédric Soares,DF,1,10
Bernd Leno,GK,0,0
Sead Kolasinac,DF,0,9
Granit Xhaka,MF,4,29
Pierre-Emerick Aubameyang,FW,22,94
Alexandre Lacazette,FW,13,81
Ben Foster,GK,0,1
Josh Murphy,MF,3,46
Calum Chambers,MF,2,35
Danny Rose,DF,0,15
Moussa Sissoko,MF,0,15
Ashley Young,DF,2,12
Ken Sema,MF,1,12
Morgan Gibbs-White,MF,0,8
Craig Cathcart,DF,3,13
Kiko Femenía,DF,1,6
Christian Kabasele,DF,0,8
Dan Gosling,MF,2,21
Joshua King,FW,12,72
Lys Mousset,FW,1,12
Matt Targett,DF,1,11
Leroy Sané,FW,10,56
Lucas Digne,DF,4,34
Danny Ings,FW,7,56
Jürgen Locadia,FW,2,28
Callum Paterson,FW,4,41
Nathaniel Mendez-Laing,MF,4,20
Erik Durm,DF,0,10
Chris Löwe,DF,0,18
Christopher Schindler,DF,1,13
Elias Kachunga,FW,0,14
David de Gea,GK,0,0
Victor Lindelöf,DF,1,8
Fabián Balbuena,DF,1,19
Tom Heaton,GK,0,1
Bernardo,DF,0,8
José Izquierdo,MF,0,15
Laurent Depoitre,FW,0,30
Diogo Dalot,DF,0,15
Phil Jones,DF,0,5
Luke Shaw,DF,1,21
Jesse Lingard,FW,4,32
Juan Mata,FW,3,19
Nemanja Matic,MF,1,12
Scott McTominay,MF,2,15
Paul Pogba,MF,13,105
Fred,MF,1,17
Anthony Martial,FW,10,39
Marcus Rashford,FW,10,84
Kepa,GK,0,0
Marcos Alonso,DF,2,45
Antonio Rüdiger,DF,1,27
Harry Maguire,DF,3,30
Aaron Wan-Bissaka,DF,0,9
Sol Bamba,DF,4,22
Lee Peltier,DF,0,1
Romelu Lukaku,FW,12,55
César Azpilicueta,DF,1,17
Ross Barkley,MF,3,40
Jorginho,MF,2,19
Mateo Kovacic,MF,0,28
Ruben Loftus-Cheek,MF,6,28
Kurt Zouma,DF,2,19
Ben Chilwell,DF,0,22
Lukasz Fabianski,GK,0,0
Aaron Cresswell,DF,0,11
Issa Diop,DF,1,12
Ryan Fredericks,DF,1,5
Arthur Masuaku,DF,0,4
Angelo Ogbonna,DF,1,14
Kenedy,MF,1,31
Christian Benteke,FW,1,26
Declan Rice,MF,2,22
Cheikhou Kouyaté,MF,0,20
Wilfried Zaha,FW,10,73
Jordan Ayew,FW,1,27
Will Hughes,MF,2,31
Michail Antonio,FW,6,65
Mark Noble,MF,5,17
Vicente Guaita,GK,0,0
Jeffrey Schlupp,MF,4,28
James Tomkins,DF,1,22
James McArthur,MF,3,34
Luka Milivojevic,MF,12,57
Jan Vertonghen,DF,1,15
Nicolás Otamendi,DF,0,15
Andre Gray,FW,7,35
Alex McCarthy,GK,0,0
Jack Stephens,DF,1,7
Charlie Austin,FW,2,32
Jonathan Hogg,MF,0,8
Gylfi Sigurdsson,MF,13,86
Jordan Pickford,GK,0,0
Michael Keane,DF,1,31
James Ward-Prowse,MF,7,31
Jan Bednarek,DF,0,5
Seamus Coleman,DF,2,15
Theo Walcott,FW,5,42
Asmir Begovic,GK,0,0
Yan Valery,DF,2,6
Stuart Armstrong,MF,3,32
Mohamed Elyounoussi,MF,0,20
Nathan Redmond,FW,6,74
Oriol Romeu,MF,1,10
Shane Long,FW,5,30
Ederson,DF,0,0
Alex Iwobi,FW,3,35
Richarlison,FW,13,82
Salomón Rondón,FW,11,89
Tom Davies,MF,0,7
André Gomes,MF,1,21
Dominic Calvert-Lewin,FW,6,52
Cenk Tosun,FW,3,37
Demarai Gray,FW,4,47
Abdoulaye Doucouré,MF,5,51
Andros Townsend,FW,6,63
Joe Bennett,DF,0,10
Tommy Smith,DF,0,3
Aymeric Laporte,DF,3,26
John Stones,DF,0,5
Kyle Walker,DF,1,21
Kevin De Bruyne,MF,2,31
Ilkay Gündogan,MF,6,43
Riyad Mahrez,FW,7,54
Bernardo Silva,MF,7,62
Fernandinho,MF,1,30
Gabriel Jesus,FW,7,43
Raheem Sterling,FW,17,77
Nathan Aké,DF,4,25
Joe Bryan,DF,0,21
Denis Odoi,DF,0,10
Tim Ream,DF,0,1
Terence Kongolo,DF,1,14
Romain Saiss,MF,2,11
Aleksandar Mitrovic,FW,11,131
Leander Dendoncker,MF,2,17
Conor Coady,DF,0,0
Anthony Knockaert,MF,2,27
Bobby Reid,MF,5,27
Alfie Mawson,DF,0,2
Tom Cairney,MF,1,24
Hugo Lloris,GK,0,0
Ben Davies,DF,0,14
Davinson Sánchez,DF,1,14
Eric Dier,MF,3,9
Harry Winks,MF,1,9
Son Heung-Min,FW,12,74
Alexis Sánchez,FW,1,17
Olivier Giroud,FW,2,32
Pierre-Emile Højbjerg,MF,4,53
Raúl Jiménez,FW,13,111
Matt Doherty,DF,4,46
Adama Traoré,FW,1,19
Dele Alli,MF,5,39
Lucas Moura,FW,10,45
Harry Kane,FW,17,102
Alisson,GK,0,0
Virgil van Dijk,DF,4,31
Shane Duffy,DF,5,37
Lewis Dunk,DF,2,20
Yves Bissouma,MF,0,31
Pascal Groß,MF,3,24
Solly March,MF,1,43
Ryan Sessegnon,FW,2,28
Álvaro Morata,FW,5,35
Trent Alexander-Arnold,DF,1,29
Joseph Gomez,DF,0,5
Andrew Robertson,DF,0,16
Jordan Henderson,MF,1,16
Naby Keita,MF,2,27
James Milner,MF,5,24
Fabinho,MF,1,17
Roberto Firmino,FW,12,75
Sadio Mané,FW,22,87
Mohamed Salah,FW,22,137
Aaron Ramsey,MF,4,33
Chris Smalling,DF,1,11
Ainsley Maitland-Niles,DF,1,5
Henrikh Mkhitaryan,FW,6,49
Lucas Torreira,MF,2,25
Kasper Schmeichel,GK,0,1
Gaëtan Bong,DF,0,2
Jonny Evans,DF,1,11
Steve Cook,DF,1,21
Ryan Bertrand,DF,1,16
Sean Morrison,DF,1,34
Harry Arter,MF,0,23
Joe Ralls,MF,0,23
Pedro,FW,8,57
Felipe Anderson,MF,9,58
Kelechi Iheanacho,FW,1,18
Ademola Lookman,FW,0,12
Ricardo Pereira,DF,2,25
Marc Albrighton,FW,2,19
Harvey Barnes,FW,1,40
James Maddison,MF,7,83
Nampalys Mendy,MF,0,2
Wilfred Ndidi,MF,2,55
Jamie Vardy,FW,18,79
Adam Smith,DF,1,7
Ayoze Pérez,MF,12,55
Jannik Vestergaard,DF,0,14
Jefferson Lerma,MF,2,31
Philip Billing,MF,2,42
Johann Berg Gudmundsson,MF,3,33
James Tarkowski,DF,3,22
Wayne Hennessey,GK,0,0
David Brooks,MF,7,41
Junior Stanislas,MF,2,34
Phil Bardsley,DF,0,12
Matthew Lowton,DF,0,4
Ben Mee,DF,0,21
Robbie Brady,MF,0,12
Jack Cork,MF,1,17
Aaron Lennon,MF,1,4
Ashley Westwood,MF,2,22
Dale Stephens,MF,1,11
Roberto Pereyra,MF,6,57
Gerard Deulofeu,FW,10,60
Grady Diangana,FW,0,10
Robert Snodgrass,MF,2,30
Marko Arnautovic,FW,10,62
Martin Dubravka,GK,0,0
Ashley Barnes,FW,12,65
Dwight McNeil,MF,3,27
Maya Yoshida,DF,0,14
Kenneth Zohore,FW,1,17
Kieran Trippier,DF,1,8
Fabian Schär,DF,4,25
Callum Wilson,FW,14,65
Ryan Fraser,MF,7,51
Paul Dummett,DF,0,9
Federico Fernández,DF,0,4
Jamaal Lascelles,DF,0,11
Javier Manquillo,DF,0,2
Isaac Hayden,MF,1,22
Matt Ritchie,DF,2,41
Jonjo Shelvey,MF,1,23
Jeff Hendrick,MF,3,19
Ryan Bennett,DF,1,15
Troy Deeney,FW,9,64
Chris Wood,FW,10,58
Cyrus Christie,DF,0,12
Charlie Daniels,DF,1,12
Alex Pritchard,MF,2,47
Sam Vokes,FW,3,22
Hilton,DF,0,13
Wesley Lautoa,MF,0,9
Yaya Sanogo,FW,3,26
Stéphane Ruffier,GK,0,0
Loic Perrin,DF,0,5
Aurélien Chedjou,DF,0,8
Yohan Cabaye,MF,0,11
Loris Benito,DF,1,12
Mehdi Abeid,MF,1,33
Yoann Court,FW,3,33
Alexandre Mendy,FW,3,29
Myziane Maolida,FW,1,15
Yusuf Yazici,MF,1,21
Rachid Alioui,FW,6,58
Joachim Andersen,DF,1,10
Thierry Ambrose,FW,0,23
Thomas Meunier,DF,0,4
Jhonder Cádiz,FW,2,31
Fouad Chafik,DF,0,7
Lamine Koné,DF,1,8
Mohamed Simakan,DF,0,9
Kévin Zohi,FW,1,16
Matz Sels,GK,0,0
Theo Valls,MF,1,25
Mathieu Debuchy,DF,1,13
Anthony Lopes,GK,0,0
Jason Denayer,DF,0,5
Léo Dubois,DF,0,5
Marcelo,DF,0,8
Houssem Aouar,MF,3,46
Damien Da Silva,DF,1,5
Lebo Mothiba,FW,4,28
Jean-Ricner Bellegarde,MF,0,18
Thiago Mendes,MF,0,26
Dmitri Lienard,MF,2,34
Ibrahima Sissoko,MF,0,16
Adrien Thomasson,MF,7,49
Ludovic Ajorque,FW,8,50
Moussa Dembele,FW,16,56
Zinedine Ferhat,FW,3,45
Sidy Sarr,MF,0,21
Lamine Fomba,MF,0,14
Anthony Briancon,DF,1,18
Gaetan Paquiez,DF,0,5
Bafode Diakite,DF,2,10
Patrick Burner,DF,1,7
Arnaud Lusamba,MF,1,6
Régis Gurtner,GK,0,0
Renaud Ripart,FW,4,48
Mickaël Alphonse,DF,0,8
Xavier Chavalerin,MF,1,19
Tristan Dingome,MF,0,9
Mathieu Dossevi,MF,1,24
Dennis Appiah,DF,0,1
Nicolas Pallois,DF,0,13
Andrei Girotto,DF,1,22
Bongani Zungu,MF,1,7
Ludovic Blas,FW,5,46
Wylan Cyprien,MF,7,58
Alban Lafont,GK,0,0
Abdoul Kader Bamba,FW,1,19
Romain Philippoteaux,FW,5,31
Lucas Deaux,MF,2,15
Daniel Congré,DF,0,9
Baptiste Reynet,GK,0,0
Benjamin André,MF,2,14
Benjamin Bourigeaud,MF,2,42
Domagoj Bradaric,DF,0,5
Mathias Autret,MF,2,27
Gaëtan Charbonnier,FW,4,50
Baptiste Santamaria,MF,1,35
Reinildo,DF,0,2
Xeka,MF,0,9
Jonathan Bamba,FW,1,48
Jérémy Morel,DF,1,13
Martin Terrier,FW,1,17
Thomas Delaine,DF,0,6
Fabien Centonze,DF,0,9
Flavien Tait,MF,2,14
Thomas Monconduit,MF,0,11
Sehrou Guirassy,FW,9,45
Gaetan Laborde,FW,6,64
Wesley Said,MF,2,25
Quentin Boisgard,MF,1,17
Cesc Fàbregas,MF,0,9
Aleksandr Golovin,MF,3,38
Gelson Martins,DF,4,28
Nicolas de Preville,MF,6,46
Wissam Ben Yedder,FW,18,64
Guillermo Maripán,DF,2,12
Opa Nguette,FW,5,27
Ibrahima Niane,FW,3,30
Ludovic Butelle,GK,0,0
Ruben Aguilar,DF,0,6
Axel Disasi,DF,1,15
Zaydou Youssef,MF,0,8
Joris Gnagnon,DF,0,9
Miguel Trauco,DF,1,11
Sada Thioub,MF,1,14
Paul Bernardoni,GK,0,0
Timothée Kolodziejczak,DF,0,3
Arnaud Nordin,FW,1,13
Ryad Boudebouz,MF,1,26
Álvaro González,DF,0,13
Steve Mandanda,GK,0,0
Duje Caleta-Car,DF,1,15
Boubacar Kamara,DF,1,15
Dimitri Payet,FW,9,63
Ismael Traoré,DF,0,9
Valentin Rongier,MF,0,41
Vincent Manceau,DF,0,8
Romain Thomas,DF,1,8
Pierrick Capelle,MF,1,36
Angelo Fulgini,MF,1,35
Thomas Mangani,MF,2,29
Stephy Mavididi,FW,5,26
Valère Germain,FW,2,20
Yunis Abdelhamid,DF,3,19
Arnaud Souquet,DF,2,14
Jordan Ferri,MF,0,11
Téji Savanier,MF,6,31
Pedro Mendes,DF,1,9
Florent Mollet,MF,6,46
Thomas Foket,DF,0,8
Joris Chotard,MF,0,9
Benoit Costil,GK,0,0
Otávio,MF,2,22
Yacine Adli,MF,3,17
Jimmy Briand,FW,7,28
Samuel Kalu,FW,1,39
Josh Maja,FW,6,18
Laurent Koscielny,DF,0,3
Mexer,DF,0,9
Marshall Munetsi,MF,0,4
Anastasios Donis,FW,0,15
Jordan Amavi,DF,1,15
Romain Del Castillo,FW,2,28
Irvin Cardona,FW,6,50
Gautier Larsonneur,GK,0,0
Julien Faussurier,DF,2,10
Denys Bain,DF,1,3
Paul Lasne,MF,2,13
Walter Benítez,GK,0,0
Dante,DF,1,18
Christophe Herelle,DF,3,6
Mauro Icardi,FW,12,36
Marquinhos,MF,3,11
Juan Bernat,DF,0,6
Presnel Kimpembe,DF,0,6
Marco Verratti,MF,0,2
Kasper Dolberg,FW,11,42
Keylor Navas,GK,0,0
Alexis Claude Maurice,MF,1,38
Andy Delort,FW,9,84
Neymar,MF,12,70
Adrien Hunou,FW,8,28
Bakaye Dibassy,DF,2,5
Steven Moreira,DF,0,6
Luiz Araujo,FW,2,24
Samuel Grandsir,FW,3,27
Hamza Mendyl,DF,1,10
Hiroki Sakai,DF,0,2
Stoppila Sunzu,DF,0,4
Cristian Battocchio,MF,3,20
Mounir Chouiar,MF,4,39
Juan Ferney Otero,FW,1,19
Lionel Carole,DF,0,5
Fousseni Diabate,FW,1,7
Stéphane Bahoken,FW,4,19
John Boye,DF,2,7
Jean-Charles Castelletto,DF,1,3
Sofiane Alakouch,DF,0,9
Ambroise Oyongo,DF,0,10
Romain Amalfitano,MF,1,11
Ignatius Ganago,FW,3,17
Haitam Aleesami,DF,1,2
Eduardo Camavinga,MF,1,15
Moses Simon,FW,5,43
Max Gradel,MF,3,39
Alexander Djiku,DF,1,20
Ghislain Konan,DF,0,2
Wahbi Khazri,FW,3,45
Ibrahim Sangare,MF,0,22
Thiago Silva,DF,0,6
Maxwel Cornet,FW,4,24
Darío Benedetto,FW,11,61
Florian Miguel,DF,1,18
Benjamin Lecomte,GK,0,0
Damien Le Tallec,MF,2,15
Malang Sarr,DF,1,4
Boubakary Soumare,MF,0,1
Kenny Lala,DF,2,19
Efthymios Koulouris,FW,4,38
Gerónimo Rulli,GK,0,0
Kenny Tete,DF,0,7
Tiemoué Bakayoko,MF,1,24
Victor Osimhen,FW,13,86
Ibrahima Diallo,MF,0,5
Romain Perraud,DF,0,22
Imran Louza,MF,2,35
Abdoulaye Touré,MF,3,34
Rayan Ait Nouri,DF,0,4
Hassane Kamara,DF,2,31
Pierre Lees-Melou,MF,5,54
Mike Maignan,GK,0,1
Kamil Glik,DF,1,12
Maxime Lopez,MF,0,10
Morgan Sanson,MF,5,39
Kevin Strootman,MF,2,11
Alexandre Oukidja,GK,0,0
Alexis Blin,MF,0,2
Jean-Victor Makengo,MF,2,14
Arturo Calabresi,DF,1,6
Abdou Diallo,DF,0,5
Adam Ounas,MF,2,21
Islam Slimani,FW,9,53
Bouna Sarr,DF,1,28
Predrag Rajkovic,GK,0,0
Stefan Mitrovic,DF,1,5
Alfred Gomis,GK,0,0
Edouard Mendy,GK,0,0
Idrissa Gueye,MF,1,11
Farid Boulaya,FW,2,24
Habib Diallo,FW,12,76
Haris Belkebla,MF,0,7
Mihailo Ristic,DF,0,8
Boulaye Dia,FW,7,38
Aaron Leya Iseka,FW,2,26
Ángel Di María,FW,8,74
Leandro Paredes,MF,1,18
Bertrand Traoré,FW,1,36
Nemanja Radonjic,FW,5,30
Pablo Sarabia,FW,4,33
Bruno Ecuele Manga,DF,0,17
Samuel Moutoussamy,DF,0,5
Denis Bouanga,FW,10,77
Issiaga Sylla,DF,0,21
Chadrac Akolo,FW,2,9
Gaël Kakuta,MF,2,44
Hamari Traore,DF,0,23
Moussa Doumbia,FW,2,43
Mamadou Fofana,DF,0,11
Adama Traoré,FW,1,17
Kalifa Coulibaly,FW,4,48
Charles Traore,DF,0,5
